21,33,0,0,0,0,2.36,0,-54.286,NaN,1200,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.143,NaN,1202,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.071,NaN,1203,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-53.571,NaN,1210,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.071,NaN,1203,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.143,NaN,1202,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.286,NaN,1200,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.286,NaN,1200,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.071,NaN,1203,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.286,NaN,1200,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-53.786,NaN,1207,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.429,NaN,1198,NaN,NaN,4,868.29,69
21,33,0,0,0,0,2.36,0,-54.643,NaN,1195,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-54.214,NaN,1201,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.929,NaN,1205,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-54.071,NaN,1203,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.929,NaN,1205,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.857,NaN,1206,NaN,NaN,4,868.29,69
21,27,0,0,0,0,1.18,0,-53.929,NaN,1205,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.071,NaN,1217,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.071,NaN,1217,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.214,NaN,1215,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.071,NaN,1217,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.214,NaN,1215,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.214,NaN,1215,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.071,NaN,1217,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-52.357,NaN,1227,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-52.857,NaN,1220,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.071,NaN,1217,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.071,NaN,1217,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-53.143,NaN,1216,NaN,NaN,4,868.29,69
21,39,0,0,0,0,3.54,0,-52.857,NaN,1220,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.429,NaN,1100,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-62.357,NaN,1087,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.286,NaN,1102,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.429,NaN,1100,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.571,NaN,1098,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.214,NaN,1103,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.429,NaN,1100,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-62.357,NaN,1087,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.786,NaN,1095,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.643,NaN,1097,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.643,NaN,1097,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-61.429,NaN,1100,NaN,NaN,4,868.29,69
21,64,0,0,0,1.6,8.26,0,-62.143,NaN,1090,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.214,NaN,1173,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.214,NaN,1173,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-55.5,NaN,1183,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.714,NaN,1166,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.786,NaN,1165,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.714,NaN,1166,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.714,NaN,1166,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.929,NaN,1163,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-56.571,NaN,1168,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-57.214,NaN,1159,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-57.429,NaN,1156,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-57.071,NaN,1161,NaN,NaN,4,868.29,69
21,58,0,0,0,1.6,7.08,0,-57.643,NaN,1153,NaN,NaN,4,868.29,69
21,46,0,0,0,1.6,4.72,0,-56.5,NaN,1169,NaN,NaN,4,868.29,69
21,46,0,0,0,1.6,4.72,0,-56.571,NaN,1168,NaN,NaN,4,868.29,69
21,46,0,0,0,1.6,4.72,0,-56.5,NaN,1169,NaN,NaN,4,868.29,69
